week,producer_code,product_id,Product,quantity.x,cost.x,price.x,quantity.y,cost.y,price.y,undelivered,unplanned,discrepancy,Category,Category_[0],"Category 2","Category 3","Owns Land","Owns Water"
8/8/21,D2D,3184,"Squash, Summer Green Zucchini, Organic",45,20,NA,10,20,22.2,0,0,-77.80%,Squash," Summer Green Zucchini"," Organic",,TRUE,TRUE
8/8/21,D2D,3401,"Beans, Green",15,62.5,NA,15,62.5,69.38,0,0,0.00%,Beans," Green",,,TRUE,TRUE
8/8/21,D2D,3758,"Eggplant, African (Bitter ball)",33,20,NA,NA,NA,NA,1,0,0,Eggplant," African (Bitter ball)",,,TRUE,TRUE
8/8/21,KHF,3759,Onions,23,40,NA,23,40,44.4,0,0,0.00%,Onions,,,,FALSE,FALSE
8/8/21,LXF,3184,"Squash, Summer Green Zucchini, Organic",30,20,NA,30,20,22.2,0,0,0.00%,Squash," Summer Green Zucchini"," Organic",,#N/A,#N/A
8/8/21,LXF,3828,"Peppers, Bell",36,35,NA,45,28,31.08,0,0,25.00%,Peppers," Bell",,,#N/A,#N/A
8/8/21,MHG,3184,"Squash, Summer Green Zucchini, Organic",30,20,NA,30,20,22.2,0,0,0.00%,Squash," Summer Green Zucchini"," Organic",,TRUE,TRUE
8/8/21,MHG,3361,"Cucumbers, Slicing",30,20,NA,NA,NA,NA,1,0,0,Cucumbers," Slicing",,,TRUE,TRUE
8/8/21,MKV,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
8/8/21,MLG,3401,"Beans, Green",15,62.5,NA,15,62.5,69.38,0,0,0.00%,Beans," Green",,,FALSE,FALSE
8/8/21,PBY,3401,"Beans, Green",15,62.5,NA,15,62.5,69.38,0,0,0.00%,Beans," Green",,,FALSE,FALSE
8/8/21,PBY,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,FALSE,FALSE
8/8/21,PLT,3758,"Eggplant, African (Bitter ball)",33,20,NA,33,20,22.2,0,0,0.00%,Eggplant," African (Bitter ball)",,,FALSE,FALSE
8/8/21,SGC,3184,"Squash, Summer Green Zucchini, Organic",6,20,NA,6,20,22.2,0,0,0.00%,Squash," Summer Green Zucchini"," Organic",,#N/A,#N/A
8/8/21,SGC,3361,"Cucumbers, Slicing",6,20,NA,21,20,22.2,0,0,250.00%,Cucumbers," Slicing",,,#N/A,#N/A
8/8/21,SGC,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
8/8/21,WKH,3132,"Carrots, Rainbow",18,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
8/8/21,WKH,3184,"Squash, Summer Green Zucchini, Organic",45,20,NA,12,20,22.2,0,0,-73.30%,Squash," Summer Green Zucchini"," Organic",,#N/A,#N/A
8/8/21,WKH,3361,"Cucumbers, Slicing",30,20,NA,NA,NA,NA,1,0,0,Cucumbers," Slicing",,,#N/A,#N/A
8/8/21,WKH,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
8/8/21,YMF,3132,"Carrots, Rainbow",18,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,FALSE,TRUE
8/8/21,YMF,3401,"Beans, Green",5,62.5,NA,5,62.5,69.38,0,0,0.00%,Beans," Green",,,FALSE,TRUE
8/15/21,AFC,3138,"Greens, Collards",5,36,NA,5,36,39.96,0,0,0.00%,Greens," Collards",,,TRUE,TRUE
8/15/21,AFC,3405,Okra,6,51,NA,NA,NA,NA,1,0,0,Okra,,,,TRUE,TRUE
8/15/21,CBS,3153,"Peppers, Jalapeno",20,25.5,NA,20,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
8/15/21,CBS,3361,"Cucumbers, Slicing",30,20,NA,8,20,22.2,0,0,-73.30%,Cucumbers," Slicing",,,TRUE,TRUE
8/15/21,CHO,3202,"Tomatoes, Slicers",9,40,NA,15,40,44.4,0,0,66.70%,Tomatoes," Slicers",,,TRUE,FALSE
8/15/21,CHO,3361,"Cucumbers, Slicing",30,20,NA,NA,NA,NA,1,0,0,Cucumbers," Slicing",,,TRUE,FALSE
8/15/21,CHO,3364,"Greens, Mustard",5,36,NA,NA,NA,NA,1,0,0,Greens," Mustard",,,TRUE,FALSE
8/15/21,CHO,3813,"Greens, Kale",10,36,NA,NA,NA,NA,1,0,0,Greens," Kale",,,TRUE,FALSE
8/15/21,CHO,3828,"Peppers, Bell",20,35,NA,NA,NA,NA,1,0,0,Peppers," Bell",,,TRUE,FALSE
8/15/21,CLP,3361,"Cucumbers, Slicing",6,20,NA,6,20,22.2,0,0,0.00%,Cucumbers," Slicing",,,TRUE,FALSE
8/15/21,CLP,3813,"Greens, Kale",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Kale",,,TRUE,FALSE
8/15/21,CLP,3828,"Peppers, Bell",10,35,NA,10,35,38.85,0,0,0.00%,Peppers," Bell",,,TRUE,FALSE
8/15/21,CVP,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,FALSE,FALSE
8/15/21,D2D,3138,"Greens, Collards",10,36,NA,9,36,39.96,0,0,-10.00%,Greens," Collards",,,TRUE,TRUE
8/15/21,D2D,3758,"Eggplant, African (Bitter ball)",33,20,NA,NA,NA,NA,1,0,0,Eggplant," African (Bitter ball)",,,TRUE,TRUE
8/15/21,D2D,3813,"Greens, Kale",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Kale",,,TRUE,TRUE
8/15/21,KLF,3364,"Greens, Mustard",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Mustard",,,#N/A,#N/A
8/15/21,KSL,3202,"Tomatoes, Slicers",12,40,NA,13,40,44.4,0,0,8.30%,Tomatoes," Slicers",,,FALSE,FALSE
8/15/21,LXF,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
8/15/21,LXF,3449,"Peppers, Poblano",36,25,NA,NA,NA,NA,1,0,0,Peppers," Poblano",,,#N/A,#N/A
8/15/21,LXF,3539,"Ground Cherries",75,33.6,NA,62,33.6,37.3,0,0,-17.30%,"Ground Cherries",,,,#N/A,#N/A
8/15/21,MHG,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
8/15/21,MHG,3361,"Cucumbers, Slicing",30,20,NA,NA,NA,NA,1,0,0,Cucumbers," Slicing",,,TRUE,TRUE
8/15/21,MKV,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
8/15/21,MLG,3138,"Greens, Collards",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Collards",,,FALSE,FALSE
8/15/21,MLG,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
8/15/21,MLP,3202,"Tomatoes, Slicers",12,40,NA,9,40,44.4,0,0,-25.00%,Tomatoes," Slicers",,,#N/A,#N/A
8/15/21,NTN,3813,"Greens, Kale",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Kale",,,FALSE,FALSE
8/15/21,NTN,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
8/15/21,PBY,3166,"Potatoes, Red",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,FALSE,FALSE
8/15/21,PBY,3202,"Tomatoes, Slicers",12,40,NA,12,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,FALSE,FALSE
8/15/21,PLT,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,FALSE,FALSE
8/15/21,PLT,3364,"Greens, Mustard",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Mustard",,,FALSE,FALSE
8/15/21,PLT,3405,Okra,30,51,NA,30,51,56.61,0,0,0.00%,Okra,,,,FALSE,FALSE
8/15/21,PLT,3758,"Eggplant, African (Bitter ball)",33,20,NA,33,20,22.2,0,0,0.00%,Eggplant," African (Bitter ball)",,,FALSE,FALSE
8/15/21,PLT,3813,"Greens, Kale",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Kale",,,FALSE,FALSE
8/15/21,POG,3669,"Greens, Chard",38,36,NA,38,36,39.96,0,0,0.00%,Greens," Chard",,,#N/A,#N/A
8/15/21,POG,3717,"Eggplant, Globe",36,31.62,NA,NA,NA,NA,1,0,0,Eggplant," Globe",,,#N/A,#N/A
8/15/21,SGC,3153,"Peppers, Jalapeno",30,25.5,NA,20,25.5,28.31,0,0,-33.30%,Peppers," Jalapeno",,,#N/A,#N/A
8/15/21,SGC,3361,"Cucumbers, Slicing",6,20,NA,6,20,22.2,0,0,0.00%,Cucumbers," Slicing",,,#N/A,#N/A
8/15/21,SGC,3828,"Peppers, Bell",10,35,NA,4,35,38.85,0,0,-60.00%,Peppers," Bell",,,#N/A,#N/A
8/15/21,WKH,3361,"Cucumbers, Slicing",30,20,NA,NA,NA,NA,1,0,0,Cucumbers," Slicing",,,#N/A,#N/A
8/22/21,AFC,3200,"Tomatoes, Grape",10,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,TRUE,TRUE
8/22/21,AFC,3201,"Tomatoes, Roma",6,35,NA,6,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
8/22/21,AFC,3405,Okra,6,51,NA,NA,NA,NA,1,0,0,Okra,,,,TRUE,TRUE
8/22/21,CBS,3153,"Peppers, Jalapeno",20,25.5,NA,20,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
8/22/21,CBS,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
8/22/21,CBS,3404,Tomatillos,66,28,NA,NA,NA,NA,1,0,0,Tomatillos,,,,TRUE,TRUE
8/22/21,CHO,3200,"Tomatoes, Grape",20,30,NA,52,32.5,36.075,0,0,160.00%,Tomatoes," Grape",,,TRUE,FALSE
8/22/21,CHO,3458,"Peppers, Habanero",8,35,NA,NA,NA,NA,1,0,0,Peppers," Habanero",,,TRUE,FALSE
8/22/21,CHO,3828,"Peppers, Bell",20,35,NA,NA,NA,NA,1,0,0,Peppers," Bell",,,TRUE,FALSE
8/22/21,CLP,3717,"Eggplant, Globe",50,31.62,NA,50,31.62,35.1,0,0,0.00%,Eggplant," Globe",,,TRUE,FALSE
8/22/21,CLP,3828,"Peppers, Bell",10,35,NA,10,35,38.85,0,0,0.00%,Peppers," Bell",,,TRUE,FALSE
8/22/21,CVP,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,FALSE,FALSE
8/22/21,D2D,3758,"Eggplant, African (Bitter ball)",33,20,NA,NA,NA,NA,1,0,0,Eggplant," African (Bitter ball)",,,TRUE,TRUE
8/22/21,DTF,3202,"Tomatoes, Slicers",53,40,NA,53,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,TRUE,FALSE
8/22/21,HAF,3364,"Greens, Mustard",38,36,NA,NA,NA,NA,1,0,0,Greens," Mustard",,,TRUE,FALSE
8/22/21,HAF,3458,"Peppers, Habanero",8,35,NA,NA,NA,NA,1,0,0,Peppers," Habanero",,,TRUE,FALSE
8/22/21,HAF,3613,"Beets Red, bulk",36,26.31,NA,36,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,TRUE,FALSE
8/22/21,KHF,3166,"Potatoes, Red",9,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,FALSE,FALSE
8/22/21,KHF,3202,"Tomatoes, Slicers",13,40,NA,13,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,FALSE,FALSE
8/22/21,KLF,3717,"Eggplant, Globe",25,31.62,NA,25,31.62,35.1,0,0,0.00%,Eggplant," Globe",,,#N/A,#N/A
8/22/21,LXF,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,#N/A,#N/A
8/22/21,MHG,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
8/22/21,MHG,3200,"Tomatoes, Grape",25,30,NA,50,35,36.075,0,0,100.00%,Tomatoes," Grape",,,TRUE,TRUE
8/22/21,MKV,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,#N/A,#N/A
8/22/21,MKV,3458,"Peppers, Habanero",25,35,NA,25,35,38.85,0,0,0.00%,Peppers," Habanero",,,#N/A,#N/A
8/22/21,MLG,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
8/22/21,MLP,3166,"Potatoes, Red",9,50,NA,9,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
8/22/21,NTN,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,FALSE,FALSE
8/22/21,NTN,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
8/22/21,PLT,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,FALSE,FALSE
8/22/21,PLT,3405,Okra,30,51,NA,33,51,56.61,0,0,10.00%,Okra,,,,FALSE,FALSE
8/22/21,PLT,3458,"Peppers, Habanero",25,35,NA,25,35,38.85,0,0,0.00%,Peppers," Habanero",,,FALSE,FALSE
8/22/21,PLT,3758,"Eggplant, African (Bitter ball)",33,20,NA,66,20,22.2,0,0,100.00%,Eggplant," African (Bitter ball)",,,FALSE,FALSE
8/22/21,SGC,3091,"Melon Honeydew Organic",88,20.1,NA,NA,NA,NA,1,0,0,"Melon Honeydew Organic",,,,#N/A,#N/A
8/22/21,SGC,3153,"Peppers, Jalapeno",39,25.5,NA,39,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,#N/A,#N/A
8/22/21,SGC,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,#N/A,#N/A
8/22/21,SGC,3828,"Peppers, Bell",10,35,NA,21,35,38.85,0,0,110.00%,Peppers," Bell",,,#N/A,#N/A
8/22/21,YMF,3717,"Eggplant, Globe",25,31.62,NA,25,31.62,35.1,0,0,0.00%,Eggplant," Globe",,,FALSE,TRUE
8/22/21,NA,3184,"Squash, Summer Green Zucchini, Organic",45,20,NA,NA,NA,NA,1,0,0,Squash," Summer Green Zucchini"," Organic",,#N/A,#N/A
8/29/21,AFC,3200,"Tomatoes, Grape",10,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,TRUE,TRUE
8/29/21,AFC,3201,"Tomatoes, Roma",6,35,NA,6,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
8/29/21,CBS,3153,"Peppers, Jalapeno",26,25.5,NA,20,25.5,28.31,0,0,-23.10%,Peppers," Jalapeno",,,TRUE,TRUE
8/29/21,CBS,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
8/29/21,CBS,3404,Tomatillos,90,28,NA,NA,NA,NA,1,0,0,Tomatillos,,,,TRUE,TRUE
8/29/21,CHO,3200,"Tomatoes, Grape",38,30,NA,38,30,38.85,0,0,0.00%,Tomatoes," Grape",,,TRUE,FALSE
8/29/21,CHO,3458,"Peppers, Habanero",8,35,NA,NA,NA,NA,1,0,0,Peppers," Habanero",,,TRUE,FALSE
8/29/21,CHO,3828,"Peppers, Bell",20,35,NA,6,35,38.85,0,0,-70.00%,Peppers," Bell",,,TRUE,FALSE
8/29/21,CLP,3828,"Peppers, Bell",10,35,NA,10,35,38.85,0,0,0.00%,Peppers," Bell",,,TRUE,FALSE
8/29/21,CVP,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,FALSE,FALSE
8/29/21,CVP,3200,"Tomatoes, Grape",16,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,FALSE,FALSE
8/29/21,CVP,3755,Carrots,30,31.62,NA,29,31.62,35.1,0,0,-3.30%,Carrots,,,,FALSE,FALSE
8/29/21,D2D,3200,"Tomatoes, Grape",16,30,NA,16,35,38.85,0,0,0.00%,Tomatoes," Grape",,,TRUE,TRUE
8/29/21,D2D,3755,Carrots,27,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,TRUE
8/29/21,DTF,3202,"Tomatoes, Slicers",53,40,NA,53,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,TRUE,FALSE
8/29/21,HAF,3458,"Peppers, Habanero",8,35,NA,8,35,38.85,0,0,0.00%,Peppers," Habanero",,,TRUE,FALSE
8/29/21,KHF,3202,"Tomatoes, Slicers",13,40,NA,13,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,FALSE,FALSE
8/29/21,KHF,3759,Onions,23,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
8/29/21,LXF,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
8/29/21,LXF,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
8/29/21,MHG,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
8/29/21,MHG,3200,"Tomatoes, Grape",25,30,NA,16,35,38.85,0,0,-36.00%,Tomatoes," Grape",,,TRUE,TRUE
8/29/21,MKV,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
8/29/21,MKV,3458,"Peppers, Habanero",25,35,NA,NA,NA,NA,1,0,0,Peppers," Habanero",,,#N/A,#N/A
8/29/21,MLG,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,FALSE,FALSE
8/29/21,MLG,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
8/29/21,NTN,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
8/29/21,NTN,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
8/29/21,PBY,3166,"Potatoes, Red",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,FALSE,FALSE
8/29/21,PLT,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,FALSE,FALSE
8/29/21,PLT,3458,"Peppers, Habanero",25,35,NA,25,35,38.85,0,0,0.00%,Peppers," Habanero",,,FALSE,FALSE
8/29/21,POG,3755,Carrots,36,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,#N/A,#N/A
8/29/21,RSV,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
8/29/21,SGC,3091,"Melon Honeydew Organic",50,20.1,NA,NA,NA,NA,1,0,0,"Melon Honeydew Organic",,,,#N/A,#N/A
8/29/21,SGC,3153,"Peppers, Jalapeno",30,25.5,NA,30,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,#N/A,#N/A
8/29/21,SGC,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,#N/A,#N/A
8/29/21,SGC,3759,Onions,20,40,NA,11,40,44.4,0,0,-45.00%,Onions,,,,#N/A,#N/A
8/29/21,SGC,3828,"Peppers, Bell",22,35,NA,30,35,38.85,0,0,36.40%,Peppers," Bell",,,#N/A,#N/A
8/29/21,SXF,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,FALSE,FALSE
8/29/21,WKH,3200,"Tomatoes, Grape",16,30,NA,16,35,38.85,0,0,0.00%,Tomatoes," Grape",,,#N/A,#N/A
8/29/21,YMF,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,TRUE
8/29/21,YMF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,TRUE
9/5/21,AFC,3201,"Tomatoes, Roma",6,35,NA,6,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
9/5/21,AFC,3813,"Greens, Kale",8,36,NA,8,36,39.96,0,0,0.00%,Greens," Kale",,,TRUE,TRUE
9/5/21,CBS,3153,"Peppers, Jalapeno",20,25.5,NA,20,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
9/5/21,CBS,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
9/5/21,CHO,3200,"Tomatoes, Grape",18,30,NA,18,35,38.85,0,0,0.00%,Tomatoes," Grape",,,TRUE,FALSE
9/5/21,CHO,3202,"Tomatoes, Slicers",6,40,NA,6,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,TRUE,FALSE
9/5/21,CHO,3364,"Greens, Mustard",5,36,NA,NA,NA,NA,1,0,0,Greens," Mustard",,,TRUE,FALSE
9/5/21,CHO,3458,"Peppers, Habanero",8,35,NA,8,35,38.85,0,0,0.00%,Peppers," Habanero",,,TRUE,FALSE
9/5/21,CHO,3828,"Peppers, Bell",20,35,NA,4,35,38.85,0,0,-80.00%,Peppers," Bell",,,TRUE,FALSE
9/5/21,CLP,3401,"Beans, Green",5,62.5,NA,5,62.5,69.38,0,0,0.00%,Beans," Green",,,TRUE,FALSE
9/5/21,CLP,3813,"Greens, Kale",8,36,NA,8,36,39.96,0,0,0.00%,Greens," Kale",,,TRUE,FALSE
9/5/21,CLP,3828,"Peppers, Bell",10,35,NA,10,35,38.85,0,0,0.00%,Peppers," Bell",,,TRUE,FALSE
9/5/21,CVP,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,FALSE,FALSE
9/5/21,CVP,3200,"Tomatoes, Grape",16,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,FALSE,FALSE
9/5/21,CVP,3401,"Beans, Green",18,62.5,NA,NA,NA,NA,1,0,0,Beans," Green",,,FALSE,FALSE
9/5/21,D2D,3200,"Tomatoes, Grape",16,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,TRUE,TRUE
9/5/21,D2D,3401,"Beans, Green",33,62.5,NA,15,62.5,69.38,0,0,-54.50%,Beans," Green",,,TRUE,TRUE
9/5/21,D2D,3813,"Greens, Kale",8,36,NA,NA,NA,NA,1,0,0,Greens," Kale",,,TRUE,TRUE
9/5/21,DTF,3202,"Tomatoes, Slicers",53,40,NA,71,40,44.4,0,0,34.00%,Tomatoes," Slicers",,,TRUE,FALSE
9/5/21,HAF,3401,"Beans, Green",10,62.5,NA,10,62.5,69.38,0,0,0.00%,Beans," Green",,,TRUE,FALSE
9/5/21,HAF,3458,"Peppers, Habanero",8,35,NA,NA,NA,NA,1,0,0,Peppers," Habanero",,,TRUE,FALSE
9/5/21,HAF,3813,"Greens, Kale",8,36,NA,8,36,39.96,0,0,0.00%,Greens," Kale",,,TRUE,FALSE
9/5/21,KHF,3202,"Tomatoes, Slicers",13,40,NA,13,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,FALSE,FALSE
9/5/21,KLF,3364,"Greens, Mustard",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Mustard",,,#N/A,#N/A
9/5/21,KSL,3202,"Tomatoes, Slicers",10,40,NA,20,40,44.4,0,0,100.00%,Tomatoes," Slicers",,,FALSE,FALSE
9/5/21,LXF,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,#N/A,#N/A
9/5/21,MHG,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
9/5/21,MKV,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,#N/A,#N/A
9/5/21,MKV,3405,Okra,30,51,NA,36,51,56.61,0,0,20.00%,Okra,,,,#N/A,#N/A
9/5/21,MKV,3458,"Peppers, Habanero",25,35,NA,25,35,38.85,0,0,0.00%,Peppers," Habanero",,,#N/A,#N/A
9/5/21,MKV,3759,Onions,30,40,NA,20,40,44.4,0,0,-33.30%,Onions,,,,#N/A,#N/A
9/5/21,MLG,3401,"Beans, Green",15,62.5,NA,15,62.5,69.38,0,0,0.00%,Beans," Green",,,FALSE,FALSE
9/5/21,MLG,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
9/5/21,MLP,3202,"Tomatoes, Slicers",10,40,NA,10,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,#N/A,#N/A
9/5/21,NTN,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,FALSE,FALSE
9/5/21,NTN,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
9/5/21,PBY,3202,"Tomatoes, Slicers",10,40,NA,20,40,44.4,0,0,100.00%,Tomatoes," Slicers",,,FALSE,FALSE
9/5/21,PBY,3401,"Beans, Green",15,62.5,NA,15,62.5,69.38,0,0,0.00%,Beans," Green",,,FALSE,FALSE
9/5/21,PBY,3759,Onions,33,40,NA,18,40,44.4,0,0,-45.50%,Onions,,,,FALSE,FALSE
9/5/21,PLT,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,FALSE,FALSE
9/5/21,PLT,3364,"Greens, Mustard",10,36,NA,NA,NA,NA,1,0,0,Greens," Mustard",,,FALSE,FALSE
9/5/21,PLT,3458,"Peppers, Habanero",25,35,NA,25,35,38.85,0,0,0.00%,Peppers," Habanero",,,FALSE,FALSE
9/5/21,PLT,3813,"Greens, Kale",6,36,NA,6,36,39.96,0,0,0.00%,Greens," Kale",,,FALSE,FALSE
9/5/21,SGC,3089,"Melon Watermelon Red Seeded Organic",46,38,NA,NA,NA,NA,1,0,0,"Melon Watermelon Red Seeded Organic",,,,#N/A,#N/A
9/5/21,SGC,3153,"Peppers, Jalapeno",30,25.5,NA,26,25.5,28.31,0,0,-13.30%,Peppers," Jalapeno",,,#N/A,#N/A
9/5/21,SGC,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,#N/A,#N/A
9/5/21,SGC,3759,Onions,20,40,NA,26,40,44.4,0,0,30.00%,Onions,,,,#N/A,#N/A
9/5/21,SGC,3828,"Peppers, Bell",10,35,NA,25,35,38.85,0,0,150.00%,Peppers," Bell",,,#N/A,#N/A
9/5/21,WKH,3200,"Tomatoes, Grape",16,30,NA,16,35,38.85,0,0,0.00%,Tomatoes," Grape",,,#N/A,#N/A
9/5/21,WKH,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
9/12/21,AFC,3138,"Greens, Collards",5,36,NA,5,36,39.96,0,0,0.00%,Greens," Collards",,,TRUE,TRUE
9/12/21,AFC,3200,"Tomatoes, Grape",10,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,TRUE,TRUE
9/12/21,AFC,3201,"Tomatoes, Roma",6,35,NA,6,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
